suburb,local_board,region,metric,count,known_suburb,known_board,known_region,p_suburb,p_board,p_region
Greenhithe,Upper Harbour Local Board Area,north,owner_reg,356,1030,5464,43051,0.34563106796116505,0.3444363103953148,0.36059557269285264
Greenlane,Albert-Eden Local Board Area,central,animal_desexed,250,372,6233,25368,0.6720430107526881,0.673672388897802,0.6542100283822138
Greenlane,Albert-Eden Local Board Area,central,classification,13,372,6233,25368,0.03494623655913978,0.027274185785336115,0.03717281614632608
Greenlane,Albert-Eden Local Board Area,central,current_reg,350,372,6233,25368,0.9408602150537635,0.9359858815979464,0.9155234941658783
Greenlane,Albert-Eden Local Board Area,central,owner_reg,123,372,6233,25368,0.33064516129032256,0.2826889138456602,0.2651371807000946
Grey Lynn,Waitematā Local Board Area,central,animal_desexed,680,1006,4310,25368,0.6759443339960238,0.6849187935034803,0.6542100283822138
Grey Lynn,Waitematā Local Board Area,central,classification,16,1006,4310,25368,0.015904572564612324,0.013689095127610209,0.03717281614632608
Grey Lynn,Waitematā Local Board Area,central,current_reg,949,1006,4310,25368,0.9433399602385686,0.9310904872389791,0.9155234941658783
Grey Lynn,Waitematā Local Board Area,central,owner_reg,252,1006,4310,25368,0.2504970178926441,0.23642691415313224,0.2651371807000946
Half Moon Bay,Howick Local Board Area,east,animal_desexed,309,466,8904,8904,0.6630901287553648,0.6630727762803235,0.6630727762803235
Half Moon Bay,Howick Local Board Area,east,classification,8,466,8904,8904,0.017167381974248927,0.037511230907457324,0.037511230907457324
Half Moon Bay,Howick Local Board Area,east,current_reg,431,466,8904,8904,0.924892703862661,0.9174528301886793,0.9174528301886793
Half Moon Bay,Howick Local Board Area,east,owner_reg,154,466,8904,8904,0.33047210300429186,0.3314240790655885,0.3314240790655885
Haranui,Rodney Local Board Area,north,animal_desexed,7,16,12635,43051,0.4375,0.6839730906212901,0.7100648068569836
Haranui,Rodney Local Board Area,north,classification,2,16,12635,43051,0.125,0.015116739216462208,0.016979861094980373
Haranui,Rodney Local Board Area,north,current_reg,10,16,12635,43051,0.625,0.9270280965571824,0.9315695338087385
Haranui,Rodney Local Board Area,north,owner_reg,0,16,12635,43051,0,0.39746735259200633,0.36059557269285264
Hatfields Beach,Hibiscus and Bays Local Board Area,north,animal_desexed,130,154,12529,43051,0.8441558441558441,0.7449118046132972,0.7100648068569836
Hatfields Beach,Hibiscus and Bays Local Board Area,north,classification,1,154,12529,43051,0.006493506493506494,0.015005187963923697,0.016979861094980373
Hatfields Beach,Hibiscus and Bays Local Board Area,north,current_reg,145,154,12529,43051,0.9415584415584416,0.9426929523505467,0.9315695338087385
Hatfields Beach,Hibiscus and Bays Local Board Area,north,owner_reg,72,154,12529,43051,0.4675324675324675,0.37975895921462205,0.36059557269285264
Hauraki,Devonport-Takapuna Local Board Area,north,animal_desexed,295,435,4592,43051,0.6781609195402298,0.7253919860627178,0.7100648068569836
Hauraki,Devonport-Takapuna Local Board Area,north,classification,6,435,4592,43051,0.013793103448275862,0.01524390243902439,0.016979861094980373
Hauraki,Devonport-Takapuna Local Board Area,north,current_reg,410,435,4592,43051,0.9425287356321839,0.9368466898954704,0.9315695338087385
Hauraki,Devonport-Takapuna Local Board Area,north,owner_reg,133,435,4592,43051,0.3057471264367816,0.28702090592334495,0.36059557269285264
Helensville,Rodney Local Board Area,north,animal_desexed,457,631,12635,43051,0.7242472266244057,0.6839730906212901,0.7100648068569836
Helensville,Rodney Local Board Area,north,classification,16,631,12635,43051,0.025356576862123614,0.015116739216462208,0.016979861094980373
Helensville,Rodney Local Board Area,north,current_reg,580,631,12635,43051,0.919175911251981,0.9270280965571824,0.9315695338087385
Helensville,Rodney Local Board Area,north,owner_reg,273,631,12635,43051,0.4326465927099842,0.39746735259200633,0.36059557269285264
Henderson,Henderson-Massey Local Board Area,west,animal_desexed,1636,2670,10288,20046,0.6127340823970038,0.6254860031104199,0.6577870896937045
Henderson,Henderson-Massey Local Board Area,west,classification,187,2670,10288,20046,0.0700374531835206,0.06833203732503888,0.05711862715753766
Henderson,Henderson-Massey Local Board Area,west,current_reg,2301,2670,10288,20046,0.8617977528089887,0.8691679626749611,0.8856629751571385
Henderson,Henderson-Massey Local Board Area,west,owner_reg,764,2670,10288,20046,0.2861423220973783,0.29587869362363917,0.305846552928265
Henderson Valley,Henderson-Massey Local Board Area,west,animal_desexed,233,335,10288,20046,0.6955223880597015,0.6254860031104199,0.6577870896937045
Henderson Valley,Henderson-Massey Local Board Area,west,classification,8,335,10288,20046,0.023880597014925373,0.06833203732503888,0.05711862715753766
Henderson Valley,Henderson-Massey Local Board Area,west,current_reg,313,335,10288,20046,0.9343283582089552,0.8691679626749611,0.8856629751571385
Henderson Valley,Henderson-Massey Local Board Area,west,owner_reg,142,335,10288,20046,0.42388059701492536,0.29587869362363917,0.305846552928265
Herald Island,Upper Harbour Local Board Area,north,animal_desexed,73,90,5464,43051,0.8111111111111111,0.7016837481698389,0.7100648068569836
Herald Island,Upper Harbour Local Board Area,north,classification,0,90,5464,43051,0,0.016471449487554905,0.016979861094980373
Herald Island,Upper Harbour Local Board Area,north,current_reg,85,90,5464,43051,0.9444444444444444,0.9302708638360175,0.9315695338087385
Herald Island,Upper Harbour Local Board Area,north,owner_reg,31,90,5464,43051,0.34444444444444444,0.3444363103953148,0.36059557269285264
Herne Bay,Waitematā Local Board Area,central,animal_desexed,276,420,4310,25368,0.6571428571428571,0.6849187935034803,0.6542100283822138
Herne Bay,Waitematā Local Board Area,central,classification,2,420,4310,25368,0.004761904761904762,0.013689095127610209,0.03717281614632608
Herne Bay,Waitematā Local Board Area,central,current_reg,393,420,4310,25368,0.9357142857142857,0.9310904872389791,0.9155234941658783
Herne Bay,Waitematā Local Board Area,central,owner_reg,88,420,4310,25368,0.20952380952380953,0.23642691415313224,0.2651371807000946
Highland Park,Howick Local Board Area,east,animal_desexed,388,569,8904,8904,0.6818980667838312,0.6630727762803235,0.6630727762803235
Highland Park,Howick Local Board Area,east,classification,25,569,8904,8904,0.043936731107205626,0.037511230907457324,0.037511230907457324
Highland Park,Howick Local Board Area,east,current_reg,515,569,8904,8904,0.9050966608084359,0.9174528301886793,0.9174528301886793
Highland Park,Howick Local Board Area,east,owner_reg,197,569,8904,8904,0.3462214411247803,0.3314240790655885,0.3314240790655885
Hill Park,Manurewa Local Board Area,south,animal_desexed,176,270,5808,33754,0.6518518518518519,0.5020661157024794,0.560407655388991
Hill Park,Manurewa Local Board Area,south,classification,15,270,5808,33754,0.05555555555555555,0.15685261707988982,0.10665402618948866
Hill Park,Manurewa Local Board Area,south,current_reg,233,270,5808,33754,0.8629629629629629,0.7913223140495868,0.8430111986727499
Hill Park,Manurewa Local Board Area,south,owner_reg,103,270,5808,33754,0.3814814814814815,0.23433195592286502,0.29629080997807666
Hillcrest,Kaipātiki Local Board Area,north,animal_desexed,452,651,6275,43051,0.6943164362519201,0.7018326693227092,0.7100648068569836
Hillcrest,Kaipātiki Local Board Area,north,classification,13,651,6275,43051,0.019969278033794162,0.025816733067729084,0.016979861094980373
Hillcrest,Kaipātiki Local Board Area,north,current_reg,605,651,6275,43051,0.9293394777265745,0.9164940239043825,0.9315695338087385
Hillcrest,Kaipātiki Local Board Area,north,owner_reg,219,651,6275,43051,0.33640552995391704,0.3244621513944223,0.36059557269285264
Hillsborough,Puketāpapa Local Board Area,central,animal_desexed,295,468,2180,25368,0.6303418803418803,0.6041284403669724,0.6542100283822138
Hillsborough,Puketāpapa Local Board Area,central,classification,16,468,2180,25368,0.03418803418803419,0.06972477064220184,0.03717281614632608
Hillsborough,Puketāpapa Local Board Area,central,current_reg,422,468,2180,25368,0.9017094017094017,0.8697247706422019,0.9155234941658783
Hillsborough,Puketāpapa Local Board Area,central,owner_reg,123,468,2180,25368,0.26282051282051283,0.23853211009174313,0.2651371807000946
Hingaia,Papakura Local Board Area,south,animal_desexed,304,469,5967,33754,0.6481876332622601,0.5828724652254064,0.560407655388991
Hingaia,Papakura Local Board Area,south,classification,13,469,5967,33754,0.02771855010660981,0.08982738394503101,0.10665402618948866
Hingaia,Papakura Local Board Area,south,current_reg,440,469,5967,33754,0.9381663113006397,0.8327467739232445,0.8430111986727499
Hingaia,Papakura Local Board Area,south,owner_reg,184,469,5967,33754,0.39232409381663114,0.32797050444109266,0.29629080997807666
Hobbs Bay,Hibiscus and Bays Local Board Area,north,animal_desexed,528,719,12529,43051,0.7343532684283728,0.7449118046132972,0.7100648068569836
Hobbs Bay,Hibiscus and Bays Local Board Area,north,classification,11,719,12529,43051,0.015299026425591099,0.015005187963923697,0.016979861094980373
Hobbs Bay,Hibiscus and Bays Local Board Area,north,current_reg,671,719,12529,43051,0.933240611961057,0.9426929523505467,0.9315695338087385
Hobbs Bay,Hibiscus and Bays Local Board Area,north,owner_reg,289,719,12529,43051,0.4019471488178025,0.37975895921462205,0.36059557269285264
Hobsonville,Upper Harbour Local Board Area,north,animal_desexed,836,1217,5464,43051,0.6869350862777321,0.7016837481698389,0.7100648068569836
Hobsonville,Upper Harbour Local Board Area,north,classification,16,1217,5464,43051,0.01314708299096138,0.016471449487554905,0.016979861094980373
Hobsonville,Upper Harbour Local Board Area,north,current_reg,1152,1217,5464,43051,0.9465899753492194,0.9302708638360175,0.9315695338087385
Hobsonville,Upper Harbour Local Board Area,north,owner_reg,420,1217,5464,43051,0.3451109285127362,0.3444363103953148,0.36059557269285264
Hoteo,Rodney Local Board Area,north,animal_desexed,8,21,12635,43051,0.38095238095238093,0.6839730906212901,0.7100648068569836
Hoteo,Rodney Local Board Area,north,classification,0,21,12635,43051,0,0.015116739216462208,0.016979861094980373
Hoteo,Rodney Local Board Area,north,current_reg,21,21,12635,43051,1,0.9270280965571824,0.9315695338087385
Hoteo,Rodney Local Board Area,north,owner_reg,5,21,12635,43051,0.23809523809523808,0.39746735259200633,0.36059557269285264
Hoteo North,Rodney Local Board Area,north,animal_desexed,25,65,12635,43051,0.38461538461538464,0.6839730906212901,0.7100648068569836
Hoteo North,Rodney Local Board Area,north,classification,1,65,12635,43051,0.015384615384615385,0.015116739216462208,0.016979861094980373
Hoteo North,Rodney Local Board Area,north,current_reg,60,65,12635,43051,0.9230769230769231,0.9270280965571824,0.9315695338087385
Hoteo North,Rodney Local Board Area,north,owner_reg,17,65,12635,43051,0.26153846153846155,0.39746735259200633,0.36059557269285264
Howick,Howick Local Board Area,east,animal_desexed,1330,1873,8904,8904,0.7100907634810465,0.6630727762803235,0.6630727762803235
Howick,Howick Local Board Area,east,classification,45,1873,8904,8904,0.02402562733582488,0.037511230907457324,0.037511230907457324
Howick,Howick Local Board Area,east,current_reg,1744,1873,8904,8904,0.9311265349706354,0.9174528301886793,0.9174528301886793
Howick,Howick Local Board Area,east,owner_reg,675,1873,8904,8904,0.3603844100373732,0.3314240790655885,0.3314240790655885
Huapai,Rodney Local Board Area,north,animal_desexed,819,1121,12635,43051,0.7305976806422837,0.6839730906212901,0.7100648068569836
Huapai,Rodney Local Board Area,north,classification,21,1121,12635,43051,0.01873327386262266,0.015116739216462208,0.016979861094980373
Huapai,Rodney Local Board Area,north,current_reg,1046,1121,12635,43051,0.9330954504906334,0.9270280965571824,0.9315695338087385
Huapai,Rodney Local Board Area,north,owner_reg,476,1121,12635,43051,0.42462087421944694,0.39746735259200633,0.36059557269285264
Huia,Waitākere Ranges Local Board Area,west,animal_desexed,80,110,6064,20046,0.7272727272727273,0.7204815303430079,0.6577870896937045
Huia,Waitākere Ranges Local Board Area,west,classification,1,110,6064,20046,0.00909090909090909,0.033641160949868076,0.05711862715753766
Huia,Waitākere Ranges Local Board Area,west,current_reg,97,110,6064,20046,0.8818181818181818,0.9200197889182058,0.8856629751571385
Huia,Waitākere Ranges Local Board Area,west,owner_reg,39,110,6064,20046,0.35454545454545455,0.34465699208443273,0.305846552928265
Jamieson Bay,Rodney Local Board Area,north,animal_desexed,12,15,12635,43051,0.8,0.6839730906212901,0.7100648068569836
Jamieson Bay,Rodney Local Board Area,north,classification,0,15,12635,43051,0,0.015116739216462208,0.016979861094980373
Jamieson Bay,Rodney Local Board Area,north,current_reg,13,15,12635,43051,0.8666666666666667,0.9270280965571824,0.9315695338087385
Jamieson Bay,Rodney Local Board Area,north,owner_reg,4,15,12635,43051,0.26666666666666666,0.39746735259200633,0.36059557269285264
Kaipara Flats,Rodney Local Board Area,north,animal_desexed,41,77,12635,43051,0.5324675324675324,0.6839730906212901,0.7100648068569836
Kaipara Flats,Rodney Local Board Area,north,classification,1,77,12635,43051,0.012987012987012988,0.015116739216462208,0.016979861094980373
Kaipara Flats,Rodney Local Board Area,north,current_reg,74,77,12635,43051,0.961038961038961,0.9270280965571824,0.9315695338087385
Kaipara Flats,Rodney Local Board Area,north,owner_reg,28,77,12635,43051,0.36363636363636365,0.39746735259200633,0.36059557269285264
Kaipara Hills,Rodney Local Board Area,north,animal_desexed,27,41,12635,43051,0.6585365853658537,0.6839730906212901,0.7100648068569836
Kaipara Hills,Rodney Local Board Area,north,classification,1,41,12635,43051,0.024390243902439025,0.015116739216462208,0.016979861094980373
Kaipara Hills,Rodney Local Board Area,north,current_reg,39,41,12635,43051,0.9512195121951219,0.9270280965571824,0.9315695338087385
Kaipara Hills,Rodney Local Board Area,north,owner_reg,10,41,12635,43051,0.24390243902439024,0.39746735259200633,0.36059557269285264
Kakanui,Rodney Local Board Area,north,animal_desexed,18,30,12635,43051,0.6,0.6839730906212901,0.7100648068569836
Kakanui,Rodney Local Board Area,north,classification,3,30,12635,43051,0.1,0.015116739216462208,0.016979861094980373
Kakanui,Rodney Local Board Area,north,current_reg,21,30,12635,43051,0.7,0.9270280965571824,0.9315695338087385
Kakanui,Rodney Local Board Area,north,owner_reg,12,30,12635,43051,0.4,0.39746735259200633,0.36059557269285264
Kanohi,Rodney Local Board Area,north,animal_desexed,56,109,12635,43051,0.5137614678899083,0.6839730906212901,0.7100648068569836
Kanohi,Rodney Local Board Area,north,classification,0,109,12635,43051,0,0.015116739216462208,0.016979861094980373
Kanohi,Rodney Local Board Area,north,current_reg,105,109,12635,43051,0.963302752293578,0.9270280965571824,0.9315695338087385
Kanohi,Rodney Local Board Area,north,owner_reg,38,109,12635,43051,0.3486238532110092,0.39746735259200633,0.36059557269285264
Karaka,Franklin Local Board Area,south,animal_desexed,70,96,11978,33754,0.7291666666666666,0.6668058106528636,0.560407655388991
Karaka,Franklin Local Board Area,south,classification,0,96,11978,33754,0,0.03414593421272333,0.10665402618948866
Karaka,Franklin Local Board Area,south,current_reg,94,96,11978,33754,0.9791666666666666,0.9143429620971781,0.8430111986727499
Karaka,Franklin Local Board Area,south,owner_reg,34,96,11978,33754,0.3541666666666667,0.4029888128235098,0.29629080997807666
Karekare,Waitākere Ranges Local Board Area,west,animal_desexed,40,52,6064,20046,0.7692307692307693,0.7204815303430079,0.6577870896937045
Karekare,Waitākere Ranges Local Board Area,west,classification,1,52,6064,20046,0.019230769230769232,0.033641160949868076,0.05711862715753766
Karekare,Waitākere Ranges Local Board Area,west,current_reg,43,52,6064,20046,0.8269230769230769,0.9200197889182058,0.8856629751571385
Karekare,Waitākere Ranges Local Board Area,west,owner_reg,6,52,6064,20046,0.11538461538461539,0.34465699208443273,0.305846552928265
Kaukapakapa,Rodney Local Board Area,north,animal_desexed,358,483,12635,43051,0.7412008281573499,0.6839730906212901,0.7100648068569836
Kaukapakapa,Rodney Local Board Area,north,classification,6,483,12635,43051,0.012422360248447204,0.015116739216462208,0.016979861094980373
Kaukapakapa,Rodney Local Board Area,north,current_reg,462,483,12635,43051,0.9565217391304348,0.9270280965571824,0.9315695338087385
Kaukapakapa,Rodney Local Board Area,north,owner_reg,236,483,12635,43051,0.4886128364389234,0.39746735259200633,0.36059557269285264
Kawakawa Bay,Franklin Local Board Area,south,animal_desexed,41,63,11978,33754,0.6507936507936508,0.6668058106528636,0.560407655388991
Kawakawa Bay,Franklin Local Board Area,south,classification,1,63,11978,33754,0.015873015873015872,0.03414593421272333,0.10665402618948866
Kawakawa Bay,Franklin Local Board Area,south,current_reg,58,63,11978,33754,0.9206349206349206,0.9143429620971781,0.8430111986727499
Kawakawa Bay,Franklin Local Board Area,south,owner_reg,27,63,11978,33754,0.42857142857142855,0.4029888128235098,0.29629080997807666
Kelston,Whau Local Board Area,west,animal_desexed,176,299,3694,20046,0.5886287625418061,0.6448294531672983,0.6577870896937045
Kelston,Whau Local Board Area,west,classification,36,299,3694,20046,0.12040133779264214,0.06442880346507851,0.05711862715753766
Kelston,Whau Local Board Area,west,current_reg,246,299,3694,20046,0.822742474916388,0.8752030319436924,0.8856629751571385
Kelston,Whau Local Board Area,west,owner_reg,56,299,3694,20046,0.18729096989966554,0.2698971304818625,0.305846552928265
Kingsland,Albert-Eden Local Board Area,central,animal_desexed,222,326,6233,25368,0.6809815950920245,0.673672388897802,0.6542100283822138
Kingsland,Albert-Eden Local Board Area,central,classification,6,326,6233,25368,0.018404907975460124,0.027274185785336115,0.03717281614632608
Kingsland,Albert-Eden Local Board Area,central,current_reg,299,326,6233,25368,0.9171779141104295,0.9359858815979464,0.9155234941658783
Kingsland,Albert-Eden Local Board Area,central,owner_reg,74,326,6233,25368,0.22699386503067484,0.2826889138456602,0.2651371807000946
Kiwitahi,Rodney Local Board Area,north,animal_desexed,106,156,12635,43051,0.6794871794871795,0.6839730906212901,0.7100648068569836
Kiwitahi,Rodney Local Board Area,north,classification,1,156,12635,43051,0.00641025641025641,0.015116739216462208,0.016979861094980373
Kiwitahi,Rodney Local Board Area,north,current_reg,149,156,12635,43051,0.9551282051282052,0.9270280965571824,0.9315695338087385
Kiwitahi,Rodney Local Board Area,north,owner_reg,76,156,12635,43051,0.48717948717948717,0.39746735259200633,0.36059557269285264
Kohimarama,Ōrākei Local Board Area,central,animal_desexed,366,533,7161,25368,0.6866791744840526,0.6792347437508728,0.6542100283822138
Kohimarama,Ōrākei Local Board Area,central,classification,7,533,7161,25368,0.013133208255159476,0.013685239491691105,0.03717281614632608
Kohimarama,Ōrākei Local Board Area,central,current_reg,508,533,7161,25368,0.9530956848030019,0.9402318111995531,0.9155234941658783
Kohimarama,Ōrākei Local Board Area,central,owner_reg,160,533,7161,25368,0.300187617260788,0.27370478983382207,0.2651371807000946
Komokoriki,Rodney Local Board Area,north,animal_desexed,54,103,12635,43051,0.5242718446601942,0.6839730906212901,0.7100648068569836
Komokoriki,Rodney Local Board Area,north,classification,0,103,12635,43051,0,0.015116739216462208,0.016979861094980373
Komokoriki,Rodney Local Board Area,north,current_reg,92,103,12635,43051,0.8932038834951457,0.9270280965571824,0.9315695338087385
Komokoriki,Rodney Local Board Area,north,owner_reg,21,103,12635,43051,0.20388349514563106,0.39746735259200633,0.36059557269285264
Kourawhero,Rodney Local Board Area,north,animal_desexed,39,55,12635,43051,0.7090909090909091,0.6839730906212901,0.7100648068569836
Kourawhero,Rodney Local Board Area,north,classification,0,55,12635,43051,0,0.015116739216462208,0.016979861094980373
Kourawhero,Rodney Local Board Area,north,current_reg,51,55,12635,43051,0.9272727272727272,0.9270280965571824,0.9315695338087385
Kourawhero,Rodney Local Board Area,north,owner_reg,23,55,12635,43051,0.41818181818181815,0.39746735259200633,0.36059557269285264
Kumeu,Rodney Local Board Area,north,animal_desexed,199,294,12635,43051,0.6768707482993197,0.6839730906212901,0.7100648068569836
Kumeu,Rodney Local Board Area,north,classification,6,294,12635,43051,0.02040816326530612,0.015116739216462208,0.016979861094980373
Kumeu,Rodney Local Board Area,north,current_reg,264,294,12635,43051,0.8979591836734694,0.9270280965571824,0.9315695338087385
Kumeu,Rodney Local Board Area,north,owner_reg,117,294,12635,43051,0.3979591836734694,0.39746735259200633,0.36059557269285264
Laingholm,Waitākere Ranges Local Board Area,west,animal_desexed,254,337,6064,20046,0.7537091988130564,0.7204815303430079,0.6577870896937045
Laingholm,Waitākere Ranges Local Board Area,west,classification,4,337,6064,20046,0.011869436201780416,0.033641160949868076,0.05711862715753766
Laingholm,Waitākere Ranges Local Board Area,west,current_reg,317,337,6064,20046,0.9406528189910979,0.9200197889182058,0.8856629751571385
Laingholm,Waitākere Ranges Local Board Area,west,owner_reg,99,337,6064,20046,0.29376854599406527,0.34465699208443273,0.305846552928265
Leigh,Rodney Local Board Area,north,animal_desexed,39,56,12635,43051,0.6964285714285714,0.6839730906212901,0.7100648068569836
Leigh,Rodney Local Board Area,north,classification,3,56,12635,43051,0.05357142857142857,0.015116739216462208,0.016979861094980373
Leigh,Rodney Local Board Area,north,current_reg,53,56,12635,43051,0.9464285714285714,0.9270280965571824,0.9315695338087385
Leigh,Rodney Local Board Area,north,owner_reg,18,56,12635,43051,0.32142857142857145,0.39746735259200633,0.36059557269285264
Long Bay,Hibiscus and Bays Local Board Area,north,animal_desexed,239,352,12529,43051,0.6789772727272727,0.7449118046132972,0.7100648068569836
Long Bay,Hibiscus and Bays Local Board Area,north,classification,1,352,12529,43051,0.002840909090909091,0.015005187963923697,0.016979861094980373
Long Bay,Hibiscus and Bays Local Board Area,north,current_reg,335,352,12529,43051,0.9517045454545454,0.9426929523505467,0.9315695338087385
Long Bay,Hibiscus and Bays Local Board Area,north,owner_reg,110,352,12529,43051,0.3125,0.37975895921462205,0.36059557269285264
Lucas Heights,Upper Harbour Local Board Area,north,animal_desexed,99,154,5464,43051,0.6428571428571429,0.7016837481698389,0.7100648068569836
Lucas Heights,Upper Harbour Local Board Area,north,classification,3,154,5464,43051,0.01948051948051948,0.016471449487554905,0.016979861094980373
Lucas Heights,Upper Harbour Local Board Area,north,current_reg,140,154,5464,43051,0.9090909090909091,0.9302708638360175,0.9315695338087385
Lucas Heights,Upper Harbour Local Board Area,north,owner_reg,67,154,5464,43051,0.43506493506493504,0.3444363103953148,0.36059557269285264
Lynfield,Puketāpapa Local Board Area,central,animal_desexed,119,169,2180,25368,0.7041420118343196,0.6041284403669724,0.6542100283822138
Lynfield,Puketāpapa Local Board Area,central,classification,7,169,2180,25368,0.04142011834319527,0.06972477064220184,0.03717281614632608
Lynfield,Puketāpapa Local Board Area,central,current_reg,159,169,2180,25368,0.9408284023668639,0.8697247706422019,0.9155234941658783
Lynfield,Puketāpapa Local Board Area,central,owner_reg,51,169,2180,25368,0.30177514792899407,0.23853211009174313,0.2651371807000946
Mahurangi West,Rodney Local Board Area,north,animal_desexed,23,31,12635,43051,0.7419354838709677,0.6839730906212901,0.7100648068569836
Mahurangi West,Rodney Local Board Area,north,classification,1,31,12635,43051,0.03225806451612903,0.015116739216462208,0.016979861094980373
Mahurangi West,Rodney Local Board Area,north,current_reg,29,31,12635,43051,0.9354838709677419,0.9270280965571824,0.9315695338087385
Mahurangi West,Rodney Local Board Area,north,owner_reg,12,31,12635,43051,0.3870967741935484,0.39746735259200633,0.36059557269285264
Mairangi Bay,Hibiscus and Bays Local Board Area,north,animal_desexed,330,469,12529,43051,0.7036247334754797,0.7449118046132972,0.7100648068569836
Mairangi Bay,Hibiscus and Bays Local Board Area,north,classification,6,469,12529,43051,0.01279317697228145,0.015005187963923697,0.016979861094980373
Mairangi Bay,Hibiscus and Bays Local Board Area,north,current_reg,442,469,12529,43051,0.9424307036247335,0.9426929523505467,0.9315695338087385
Mairangi Bay,Hibiscus and Bays Local Board Area,north,owner_reg,135,469,12529,43051,0.2878464818763326,0.37975895921462205,0.36059557269285264
Mairetahi,Rodney Local Board Area,north,animal_desexed,124,178,12635,43051,0.6966292134831461,0.6839730906212901,0.7100648068569836
Mairetahi,Rodney Local Board Area,north,classification,0,178,12635,43051,0,0.015116739216462208,0.016979861094980373
Mairetahi,Rodney Local Board Area,north,current_reg,158,178,12635,43051,0.8876404494382022,0.9270280965571824,0.9315695338087385
Mairetahi,Rodney Local Board Area,north,owner_reg,81,178,12635,43051,0.4550561797752809,0.39746735259200633,0.36059557269285264
Makarau,Rodney Local Board Area,north,animal_desexed,111,175,12635,43051,0.6342857142857142,0.6839730906212901,0.7100648068569836
Makarau,Rodney Local Board Area,north,classification,0,175,12635,43051,0,0.015116739216462208,0.016979861094980373
Makarau,Rodney Local Board Area,north,current_reg,160,175,12635,43051,0.9142857142857143,0.9270280965571824,0.9315695338087385
Makarau,Rodney Local Board Area,north,owner_reg,62,175,12635,43051,0.35428571428571426,0.39746735259200633,0.36059557269285264
Mangakura,Rodney Local Board Area,north,animal_desexed,4,30,12635,43051,0.13333333333333333,0.6839730906212901,0.7100648068569836
Mangakura,Rodney Local Board Area,north,classification,0,30,12635,43051,0,0.015116739216462208,0.016979861094980373
Mangakura,Rodney Local Board Area,north,current_reg,25,30,12635,43051,0.8333333333333334,0.9270280965571824,0.9315695338087385
Mangakura,Rodney Local Board Area,north,owner_reg,12,30,12635,43051,0.4,0.39746735259200633,0.36059557269285264
Mangere,Māngere-Ōtāhuhu Local Board Area,south,animal_desexed,672,1614,4809,33754,0.4163568773234201,0.45830734040341026,0.560407655388991
Mangere,Māngere-Ōtāhuhu Local Board Area,south,classification,388,1614,4809,33754,0.24039653035935563,0.1933873986275733,0.10665402618948866
Mangere,Māngere-Ōtāhuhu Local Board Area,south,current_reg,1173,1614,4809,33754,0.7267657992565055,0.769182782283219,0.8430111986727499
Mangere,Māngere-Ōtāhuhu Local Board Area,south,owner_reg,164,1614,4809,33754,0.10161090458488228,0.15263048450821376,0.29629080997807666
Mangere Bridge,Māngere-Ōtāhuhu Local Board Area,south,animal_desexed,538,800,4809,33754,0.6725,0.45830734040341026,0.560407655388991
Mangere Bridge,Māngere-Ōtāhuhu Local Board Area,south,classification,63,800,4809,33754,0.07875,0.1933873986275733,0.10665402618948866
Mangere Bridge,Māngere-Ōtāhuhu Local Board Area,south,current_reg,712,800,4809,33754,0.89,0.769182782283219,0.8430111986727499
Mangere Bridge,Māngere-Ōtāhuhu Local Board Area,south,owner_reg,255,800,4809,33754,0.31875,0.15263048450821376,0.29629080997807666
Mangere East,Māngere-Ōtāhuhu Local Board Area,south,animal_desexed,546,1388,4809,33754,0.39337175792507206,0.45830734040341026,0.560407655388991
Mangere East,Māngere-Ōtāhuhu Local Board Area,south,classification,290,1388,4809,33754,0.20893371757925072,0.1933873986275733,0.10665402618948866
Mangere East,Māngere-Ōtāhuhu Local Board Area,south,current_reg,1030,1388,4809,33754,0.7420749279538905,0.769182782283219,0.8430111986727499
Mangere East,Māngere-Ōtāhuhu Local Board Area,south,owner_reg,148,1388,4809,33754,0.10662824207492795,0.15263048450821376,0.29629080997807666
Manly,Hibiscus and Bays Local Board Area,north,animal_desexed,576,739,12529,43051,0.7794316644113667,0.7449118046132972,0.7100648068569836
Manly,Hibiscus and Bays Local Board Area,north,classification,12,739,12529,43051,0.016238159675236806,0.015005187963923697,0.016979861094980373
Manly,Hibiscus and Bays Local Board Area,north,current_reg,685,739,12529,43051,0.9269282814614344,0.9426929523505467,0.9315695338087385
Manly,Hibiscus and Bays Local Board Area,north,owner_reg,298,739,12529,43051,0.40324763193504737,0.37975895921462205,0.36059557269285264
Manukau Central,Ōtara-Papatoetoe Local Board Area,south,animal_desexed,343,826,5192,33754,0.4152542372881356,0.44895993836671805,0.560407655388991
Manukau Central,Ōtara-Papatoetoe Local Board Area,south,classification,75,826,5192,33754,0.09079903147699758,0.15677966101694915,0.10665402618948866
Manukau Central,Ōtara-Papatoetoe Local Board Area,south,current_reg,712,826,5192,33754,0.8619854721549637,0.8164483821263482,0.8430111986727499
Manukau Central,Ōtara-Papatoetoe Local Board Area,south,owner_reg,396,826,5192,33754,0.4794188861985472,0.21610169491525424,0.29629080997807666
Manurewa,Manurewa Local Board Area,south,animal_desexed,1357,2959,5808,33754,0.45860087867522814,0.5020661157024794,0.560407655388991
Manurewa,Manurewa Local Board Area,south,classification,558,2959,5808,33754,0.1885772220344711,0.15685261707988982,0.10665402618948866
